Identifier,Institution Name,Owner,Established Since,Address,Phone Number,Email,Website,Status,Condition,Institution Type,License Number,Tax Number,Village,Province Name,City Name,Sectors,Popular Vocationals
8e8b787d-9884-49ca-adb8-aa6510969f92,BLKK PP. NURUDH DHOLAM II,MUKHAMMAD ROFI'I,2019,DUSUN KEMRANGGEN RT/RW 002/002 DESA WINONG KECAMATAN GEMPOL KABUPATEN PASURUAN,085748760430,blknurudhdholam@gmail.com,,published,operational,BLK KOMUNITAS,Kep. Kadis Naker Kab Pasuruan No 563/580/424.078/2020,969056555624000,Winong,JAWA TIMUR,KAB. PASURUAN,"KOMUNIKASI, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
ac1cbcf0-a1c3-4cde-ab47-a8749bb47b0f,BLK KOMUNITAS BUNTET PESANTREN CIREBON,"R. MH. ZIDNI ILMAN NZ, S.FILS., M.PD.",2019,BUNTET PESANTREN DS. MERTAPADA KULON KEC. ASTANAJAPURA KAB. CIREBON,081324398988,znz_bpc@yahoo.com,,published,operational,BLK KOMUNITAS,563/75/PPK,019130087426000,Mertapada Kulon,JAWA BARAT,KAB. CIREBON,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
ba4c8af4-342d-4c70-85c8-aadd058e1f76,BLKK YAYASAN INSAN KAMIL ASSALAFIYYAH 1,K. H. LILIP ABDUL KHOLIK,2019,KP. BABAKAN TIPAR RT/RW 038/002 DESA CIMAHI KECAMATAN CICANTAYAN KABUPATEN SUKABUMI,08128595655,hajililipabdulkholiq@gmail.com,,published,operational,BLK KOMUNITAS,503.3 / 642.2 / 1949 PMB-DPMPTSP / 2020,354537557405000,Cicantayan,JAWA BARAT,KAB. SUKABUMI,PERIKANAN,GARMEN APPAREL
9fc403cb-6ee4-4ae4-82c5-a83386585246,BLK KOMUNITAS PONDOK PESANTREN AL-AMAN,MASMU,2019,"KP. CIMANGGU RT.001 RW.007, CIMANGGU, CIMANGGU, KAB. SUKABUMI, JAWA BARAT",081563344668,blkk.ponpesalaman@gmail.com,,published,operational,BLK KOMUNITAS,563/1730-Lattas/IV/2020,014511984405000,Jampangkulon,JAWA BARAT,KAB. SUKABUMI,JASA,INDUSTRI KREATIF
5b386c62-a295-4ca9-b52e-78d7e8372446,BLK KOMUNITAS AL MA'UNAH KEPUH,ABDUL HAKIM,2019,JL. KI AGENG TEPAK PASAR MINGGU - KRAMAT DESA KEPUH KECAMATAN PALIMANAN KABUPATEN CIREBON KEDO POS. 45161 NO TLP. (0231) 341780,085287787414,azzam.champ@gmail.com,https://almaunahkepuh.blogspot.com/,published,operational,BLK KOMUNITAS,536/61/Disnakertrans,316785732426000,Kepuh,JAWA BARAT,KAB. CIREBON,JASA,GARMEN APPAREL
0366aa5c-2237-4d6d-96f4-9056d5ba4afc,BLK KOMUNITAS MADINATUNNAJAH KOTA CIREBON,KH. M. ABDUL MUJIEB,2019,JL. CIREBON PERMAI III NO. 370 DUKUH SEMAR KEL. KECAPI KEC. HARJAMUKTI KOTA CIREBON,081324444137,blkkmadinatunnajah@gmail.com,,published,operational,BLK KOMUNITAS,"563/139-DISNAKER/2019, 253/LA-LPK/XI/2021",739928679246000,Kecapi,JAWA BARAT,KOTA CIREBON,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
d98b4998-39ae-4a45-8e6a-61960a17da34,BLK KOMUNITAS YAYASAN NASY'ATUL MUTA'ALLIMIN,ANAS MUSHTHOFA,2019,"JL. RAYA GAPURA, KOMPLEK PP NASY'ATUL MUTA'ALLIMIN, DSN. BATTANGAN, RT.002, RW. 002, DESA GAPURA TIMUR, KEC. GAPURA, KAB. SUMENEP",085230948144,blkk.nasyatulmutaallimin.sumenep@gmail.com,,published,operational,BLK KOMUNITAS,51/KEP/435.105.4/2019,312725385608001,Gapura Timur,JAWA TIMUR,KAB. SUMENEP,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
b8676a86-72a2-4544-914b-b1b0b0014463,BLK KOMUNITAS PONDOK PESANTREN TAHFIZH AL KAUKAB,"MUHAMMAD DEDEN JALALUDIN SAYUTI,. S. AG.",2019,JL. GBHN RT.02 RW.009 DESA BOJONG NANGKA KECAMATAN GUNUN PUTI KAB. BOGOR,02122940111,blkkalkaukab@gmail.com,,published,operational,BLK KOMUNITAS,563/175/Lattas/II/2021,951772201403000,Bojong Nangka,JAWA BARAT,KAB. BOGOR,"JASA, KOMUNIKASI",BAHASA INGGRIS
d186e7e9-92ab-47eb-875c-3aab83367446,LPK HORENSO INDONESIA,DARWOTO,2018,JL. KALIMANTAN BLOK DD 1-1 KAWASAN INDUSTRI MM2100 DESA DANAU INDAH KECAMATAN CIKARANG BARAT KABUPATEN BEKASI BEKASI 17530,081212772973,lpkhorensoindonesia@gmail.com,www.horenso-indonesia.com,published,operational,LPK SWASTA,560/005-SK.LPK/PELATIHAN/VIII/2018,926213745413000,Danau Indah,JAWA BARAT,KAB. BEKASI,JASA,BAHASA JEPANG
8fa2a60b-bddc-4562-8640-ec0abe0f7d6e,LP2B INTERNATIONAL,"DEDEK ARIMBAWA,SH",1999,JL KEBO IWA NO.21 GIANYAR-BALI,085237770164,lp2b.kapalpesiar@gmail.com,www.lp2bbali.com,published,operational,LPK SWASTA,KEP.560/8122/Disnaker,016634347907000,Gianyar,BALI,KAB. GIANYAR,JASA,"PARIWISATA, TATA KECANTIKAN, TATA BOGA, HOUSEKEEPING"
bafeea84-7f0b-40fb-9b66-285542bd1f1b,LPK MITRA INDUSTRI MANDIRI,DARWOTO,2017,JL. KALIMANTAN BLOK DD 1-1 KAWASAN INDUSTRI MM2100-CIKARANG BARAT BEKASI,081212772973,lpk.mitraindustrimandiri@gmail.com,,published,operational,LPK SWASTA,560/006-SK.LPK/PELATIHAN/VIII/2018,819513706413000,Gandamekar,JAWA BARAT,KAB. BEKASI,INDUSTRI PENGOLAHAN (MANUFAKTUR),"METODOLOGI PELATIHAN, TEKNIK LISTRIK, TEKNIK OTOMOTIF"
ef1d22ef-7e25-41e5-9c0e-0ecc6898e820,KOREA LANGUAGE CENTER,KATENO,2012,"KECAMATAN CLURING , DESA CLURING , DUSUN TREMBELANG , KABUPATEN BANYUWANGI",081336895007,KLCBANYUWANGI@gmail.com,https://korealanguagecenter.blogspot.com,published,operational,LPK SWASTA,560/08/429.107/2017,315020776627000,Kaliploso,JAWA TIMUR,KAB. BANYUWANGI,KOMUNIKASI,BISNIS DAN MANAJEMEN
32efa5f5-150e-4e24-9092-98526bab3f46,LPK NUSANTARA GAKKOU BANYUWANGI,"ABDUL AZIS, S. AB",2009,"DUSUN KEBONSARI RT.03 RW.03 DESA BENCULUK, KECAMATAN CLURING, KABUPATEN BANYUWANGI, JAWA TIMUR",081249859973,admin@lpknusantaragakkou.com,http://www.lpknusantaragakkou.com,published,operational,LPK SWASTA,560/5305/429.107/2017,903240877627000,Benculuk,JAWA TIMUR,KAB. BANYUWANGI,"JASA, INDUSTRI PENGOLAHAN (MANUFAKTUR)",BAHASA JEPANG
1e9f4440-c099-46d9-b5ad-68c767274bb1,LPK DWIPAYANA CIPTA KARYA,DRS. I WAYAN SURIM,2014,"JALAN COCOA II NO 69, BANJAR BUNUTAN, KEDEWATAN, UBUD, GIANYAR, BALI",081338442269,dwipayanaciptakarya@yahoo.com,http://dwipayanaciptakarya.id/,published,operational,LPK SWASTA,KEP.560/241/Disnaker,318167897907000,Kedewatan,BALI,KAB. GIANYAR,JASA,"PRODUKTIVITAS, PERTANIAN, BANGUNAN"
b98da285-602a-485b-8b1d-f664d56aff31,HSC - ATC COLLEGE,"ASMAWIYANTO,S.S.T. PAR",2017,JALAN CEMARA NOMOR 3 KEBALENAN BANYUWANGI JAWA TIMUR,081234012445,Platinum.college.indonesia@gmail.com,hscplatinumcollege.com,published,operational,LPK SWASTA,560/73/429.107/2017  AKREDITASI NO : 39 / LA - LPK / VIII / 2021,862620002627000,Kebalenan,JAWA TIMUR,KAB. BANYUWANGI,JASA,PARIWISATA
ba93e703-6ac5-4a11-826b-688550640e5c,LPK MYNARA,"MUHAMAD HASYIM, S.PD.",2017,"PERUMAHAN TAMAN SENTOSA BLOK D8 NO.1 RT.026 / RW.007 DESA PASIRSARI, KECAMATAN CIKARANG SELATAN, KABUPATEN BEKASI, JAWA BARAT",085694967575,mynarakorea@gmail.com,www.lpk-mynara.com,published,operational,LPK SWASTA,560/120-SKLPK/PELATIHAN/XI/2017,753951672413000,Pasirsari,JAWA BARAT,KAB. BEKASI,JASA,PRODUKTIVITAS
d3262b4a-ecc8-4ff7-ac7c-8fba8ba180f0,LPK  MARINE CRUISE YOGYAKARTA,RAHMAD PRAJOKO,2013,"JL WONOSARI-JOGJA KM 5,3 DESA BANDUNG KECAMATAN PLAYEN KABUPTATEN GUNUNGKIDUL DI YOGYAKARTA",081227754555,marinecruiseyogyakarta123@gmail.com,www.marinecruise.co.id,published,operational,LPK SWASTA,65/KTPS/2018,318013851545000,Bandung,DAERAH ISTIMEWA YOGYAKARTA,KAB. GUNUNGKIDUL,JASA,"HOUSEKEEPING, BAHASA INGGRIS, PARIWISATA"
dd54df3b-7d8d-4622-b3a9-50222cb917df,RATU MAHARANI SPA AND EDUCATION,LUH TIRTA NADI,2017,"JL. RAYA SAYAN,BR. SINDU SAYAN UBUD GIANYAR BALI",082144118786,ratumaharanirecruitment@yahoo.co.id,https://ratumaharani.squarespace.com/,published,operational,LPK SWASTA,KEP.560/2343/Disnaker,848730081907000,Sayan,BALI,KAB. GIANYAR,"JASA, JASA","TATA KECANTIKAN, TATA KECANTIKAN"
16a8f193-f944-43f7-b3a0-5dcebc372ee9,LPK MENTARI ASA BALI,I NYOMAN ARTAWA PUTRA SIP,2019,"JALAN DHARMA GIRI 99X GIANYAR, BITERA, KEC. GIANYAR, KABUPATEN GIANYAR, BALI 80511, INDONESIA",08123949091,mentari.asa.bali@gmail.com,https://mentariasabali.wixsite.com/website,published,operational,LPK SWASTA,KEP.560/5394/Disnaker,911274900907000,Gianyar,BALI,KAB. GIANYAR,"KOMUNIKASI, JASA","BAHASA JEPANG, BISNIS DAN MANAJEMEN"
0e6e52b6-4a2b-4a65-aab3-4c11bc5d2b27,LPK WISATA BAHARI,"INDAH SETYANINGSIH, SE",1997,"JL. PROF. DR. SOEPOMO, SH NO. 81 KOTA YOGYAKARTA",0274415094,wisatabahari@yahoo.com,www.wisatabaharijogjakarta.com,published,operational,LPK SWASTA,12060003424650001,017903949541000,Warungboto,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,JASA,"HOUSEKEEPING, TATA BOGA"
f8611f12-3321-4277-8885-e0f070947d6d,CITRA TELEMATIKA,"DENY, ST",2011,"JL. RAYA TIMUR NO. 65 DESA CIBORELANG, KEC. JATIWANGI",085216667297,deny97@gmail.com,http://www.citra-telematika.com,published,operational,LPK SWASTA,503/06.Izin LPK/DPMPTSP/II/2019,314321357438000,Cibolerang,JAWA BARAT,KAB. MAJALENGKA,"KOMUNIKASI, JASA","TEKNOLOGI INFORMASI DAN KOMUNIKASI, BISNIS DAN MANAJEMEN"
da14fe07-db45-4566-b7b5-1352d292650c,SEKOLAH PERHOTELAN BALI,"DR. I NYOMAN GEDE ASTINA, M.PD., CHT., CHA.",2000,"JALAN KECAK NOMOR 12, GATOT SUBROTO TIMUR, TONJA, DENPASAR UTARA",0361426700,adminspb@stpbi.ac.id,https://www.ipb-intl.ac.id/page/read/14,published,operational,LPK SWASTA,321/16/3729/DU/DPMPTDP/2019,020179321901000,Tonja,BALI,KOTA DENPASAR,JASA,PARIWISATA
4086e521-b2ab-4401-b5bf-04cf02f72290,LPK ASTUTI,SUPARTI,1991,"JL. GAJAH MADA NO. 114 MANGUHARJO , KOTA MADIUN",081335008427,lpk_astuti@yahoo.com,www.modesastuti.com,published,operational,LPK SWASTA,12510006323290001,026445486621000,Manguharjo,JAWA TIMUR,KOTA MADIUN,JASA,TATA BUSANA
ae49093e-1ce2-4f5e-9961-d449944fe195,LPK MERDIKA,"MADA UMARO, S.T., M.PD.",1989,"JALAN KAPTEN TENDEAN NO.43 RT 023, RW 009, DEMANGAN, KECAMATAN TAMAN, KOTA MADIUN",085706740800,merdikamadiun@gmail.com,http://www.merdikamadiun.com,published,operational,LPK SWASTA,562/260/401.108/2018,948754866621000,Demangan,JAWA TIMUR,KOTA MADIUN,"KOMUNIKASI, JASA, KEUANGAN",TEKNOLOGI INFORMASI DAN KOMUNIKASI
420abd5a-74c5-4767-bf2c-0488c38e73ee,LPK HIRATA GAKKOU,ALFIN DUKHA AVIA,2019,"JLN MERBABU RT RW 05/01 DESA KLOROGAN
KECAMATAN GEGER
KABUPATEN MADIUN",082251397956,hiratagakkou130@gmail.com,www.hiratagakkou.com,published,operational,LPK SWASTA,291121000308040002,923701759621000,Klorogan,JAWA TIMUR,KAB. MADIUN,"PETERNAKAN, INDUSTRI PENGOLAHAN (MANUFAKTUR), PERTANIAN",METODOLOGI PELATIHAN
ccaca98b-f688-4bb4-bc4d-592115df0521,LPK HTC TRAINING & CONSULTING,"HERSONA BANGUN.,SH.,SE.,AK.,BKP.,M.AK.,CLA.,ASEAN CPA.,CCCLE",2018,"JL. KALIURANG KM. 12,5 TEGALREJO RT 05 RW 02  SARDONOHARJO NGAGLIK, SLEMAN, D.I. YOGYAKARTA",0274-4464599,htctraining1985@gmail.com,http://pusatpelatihanpajak.com/,published,operational,LPK SWASTA,KEP.563/102/KEP.Din/LPK/V/2019,840639231542000,Sardonoharjo,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,"KEUANGAN, JASA",METODOLOGI PELATIHAN
6151b8d9-7782-4f1c-86da-cc045082e7ec,LPK LP3 BPM,"IR. MIA SUMIARSIH,MM.",2012,JL.BENDA NO.40 RT.001 RW.003 KEL.CIKALANG KEC.TAWANG KOTA TASIKMALAYA JAWA BARAT,085323389766,mia_sumiarsih@yahoo.co.id,http://lp3-bpm-tasikmalaya.net,published,operational,LPK SWASTA,800/Kep.14/Disnaker/2019,316424571425000,Cikalang,JAWA BARAT,KOTA TASIKMALAYA,JASA,"TEKNOLOGI INFORMASI DAN KOMUNIKASI, BISNIS DAN MANAJEMEN"
716053e0-b7db-484f-b45c-0b8a99164ed7,LPK METC-TEC,"QORRI MUKTIKA BAHA', S.STAT",2008,"JALAN SETINGGIL NO.9 RT.30/RW. 01 DEMANGAN, KECAMATAN TAMAN, KOTA MADIUN
KODE POS 63136, JAWA TIMUR",085749120593,metctecmadiun@gmail.com,www.metctecmadiun.com,published,operational,LPK SWASTA,562/261/401.108/2018,666997473621000,Demangan,JAWA TIMUR,KOTA MADIUN,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
533a6847-95ed-44ba-8cd4-bf369d174e43,BALI JAPAN INTERNATIONAL COLLEGE (PT. DIPTA WIDYA SARASWATI),I MADE SUKADANA ANTARA,2018,"JALAN PROF. DR. IDA BAGUS MANTRA NO 888X, KESIMAN KERTALANGU, KEC. DENPASAR TIM.,KOTA DENPASAR, BALI 80237",0821-4414-8303,info@balijapanic.com,http://balijapanic.com,published,operational,LPK SWASTA,81201028621910001,853828861901000,Kesiman,BALI,KOTA DENPASAR,JASA,"ELDERLY CARETAKER, BAHASA JEPANG"
a16d8425-d695-4b57-87dc-6973fdd24e38,LPK KURNIA INDAH,YAYA SUTARYA,2016,JL.CIGUGUR KM 03 DUSUN PASIRKIARA RT.01 RW 10 DESA KARANGBENDA KECAMATAN PARIGI KABUPATEN PANGANDARAN,085223671822,kurniaindah821@gmail.com,-,published,operational,LPK SWASTA,023218/09/262016,809188014442000,Karangbenda,JAWA BARAT,KAB. PANGANDARAN,"JASA, JASA, JASA","TATA BUSANA, TATA BUSANA, TATA BUSANA"
0af511c1-8060-45d5-aa75-518454225841,LPK BETARIN MADIUN,"AGUNG GUNTORO WISNU, SE",2016,"JL. PRAMBANAN NO. 6 KEL. MADIUN LOR, KEC. MANGUHARJO KOTA MADIUN",0351 467324,lpk.betarin.madkot@gmail.com,https://www.betarinbeautyschool.com/,published,operational,LPK SWASTA,0294000911227,312196231621000,Madiun Lor,JAWA TIMUR,KOTA MADIUN,JASA,TATA KECANTIKAN
c5be6859-3ea8-4982-9154-21d3fcbd2c06,LPK FENNYKE,RISFIYANTI,2007,"JL.GODEAN  ( JL NGAPAK-KENTHENG) KM.8,5 , DUSUN KLAJURAN, KELURAHAN SIDOKARTO, KECAMATAN GODEAN, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA, KODEPOS 55264",087780338521,fnkkursusjogja@gmail.com,,published,operational,LPK SWASTA,KEp.563/034/Kep.Din/LPK/III/2017,022682936654200,Sidokarto,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,JASA,DESAIN BATIK
069324a0-7a41-4bf0-a4b7-e2751a3b1e31,LPK SUGANDA & CO,"HARY SUGANDA,SE,AK,CA,CPA,BKP",2010,"JLN. RAYA SAWANGAN NO.7C KEL. MAMPANG KEC, PANCORAN MAS, KOTA - DEPOK",(021) 77200710,yayasan.suganda@gmail.com,yiaps.or.id,published,operational,LPK SWASTA,569/08/IX/LPK/2017,316560655412000,Mampang,JAWA BARAT,KOTA DEPOK,KEUANGAN,BISNIS DAN MANAJEMEN
e3fcd878-bfed-43ac-8d50-f8857571c177,EKA WIDYA COLLEGE INTERNATIONAL,"PUTU EKA WISMAYA, SE",2013,"JL SERIRIT-SINGARAJA, TUKADMUNGGA, BULELENG, SINGARAJA, BALI",0362 41017,ewckampus@gmail.com,www.ekawidyacollege.com,published,operational,LPK SWASTA,503-39/005/LPKS/DPMPPTSP/2019,357024017902000,Tukadmungga,BALI,KAB. BULELENG,JASA,PARIWISATA
c02b2c40-fdc2-4ba5-9cfc-d3f8ea8dd1d7,HOTEL & CRUISE INTERNATIONAL,GEDE JANARDANA,2009,"JL JELANTIK GINGSIR NO 9, DESA BANTANGBANUA, KECAMATAN SUKASADA, KABUPATEN BULELENG",087762221664,hotelandcruiseinternational@yahoo.co.id,http://www.hikampus.com,published,operational,LPK SWASTA,1009230015705,315068038902000,Sukasada,BALI,KAB. BULELENG,JASA,PARIWISATA
7cb86d55-135a-4507-ada6-d0af017a3fdd,LPK MI (MENJAHIT INDONESIA),CICILIA SUMARSIH,2007,"JL. GODEAN KM 15, DUSUN  KLODRAN TURGENEN RT.001 RW.038  KALURAHAN SUMBERAGUNG KECAMATAN  MOYUDAN  KABUPATEN SLEMAN D.I. YOGYAKARTA",085291347718,slemanlpkmi7@gmail.com,,published,operational,LPK SWASTA,563/049/KEP-DIN/LPK/IV/2019,026827162542000,Sumberagung,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,JASA,TATA BUSANA
2ff37173-0a2a-4dbb-b469-4c64d359774a,LPK SALON ELY TULUNGAGUNG,HJ NURLAILY,1980,JL. RAYA BENDILWUNGU NO 12 RT 02 RW 01 SUMBERGEMPOL TULUNGAGUNG,085608098110,kursus.ely@gmail.com,http://lpksalonely.com,published,operational,LPK SWASTA,563/85/110/2017,210085527629000,Bendilwungu,JAWA TIMUR,KAB. TULUNGAGUNG,PERTANIAN,TATA KECANTIKAN
d1eb9009-8594-4d9e-8e19-65e6c996e889,LPK SURYA TULUNGAGUNG,SURYATIN,2008,"DESA TAMBAKREJO, KEC. SUMBERGEMPOL, TULUNGAGUNG",085745938045,lpk_surya13@yahoo.com,,published,operational,LPK SWASTA,563/320/110/2017,200555744629000,Tambakrejo,JAWA TIMUR,KAB. TULUNGAGUNG,PERTANIAN,TATA KECANTIKAN
6b248248-09ba-4bdd-8fc6-5859df9d34d5,LPK TRIDHARMA,"NABILA RIFA ZAHARA HERIAWAN, S.KEP., NERS.",1998,"JL. YOS SUDARSO NO.84, RT : 02/RW : 14, KEL. CIAMIS, KEC. CIAMIS, KABUPATEN CIAMIS, JAWA BARAT 46211",082124046769,lpptridharma1@gmail.com,https://lpptridharma.websites.co.in,published,operational,LPK SWASTA,503/04/LATTAS/2017,019593391442000,Ciamis,JAWA BARAT,KAB. CIAMIS,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
98c548c8-f04a-4134-ba02-44ef9ba70b86,LPK KAWAKAMI GAKKOU,"HARIS DARWANTO, SE",2018,"JL. PAHLAWAN I NO 21 RT03 RW 01 DS. REJOAGUNG, KEDUNGWARU, TULUNGAGUNG",08887059532,kawakami.gakkou@gmail.com,,published,operational,LPK SWASTA,563/19/110/2018,840094700629000,Rejoagung,JAWA TIMUR,KAB. TULUNGAGUNG,JASA,BAHASA JEPANG
c5950d57-f363-4b10-80cd-0f785f1e68fd,LPK BOGA NUR AINI,DRA NURAINI PURWATI,2018,"JL. PAHLAWAN GG 9 NO 286 B, KETANON, KEDUNGWARU, TULUNGAGUNG",081335233786,nurainipurwati6@gmail.com,,published,operational,LPK SWASTA,563/161/110/2018,933967075629000,Ketanon,JAWA TIMUR,KAB. TULUNGAGUNG,PERDAGANGAN,"TATA BOGA, PROCESSING"
748ecd1b-eec4-44ba-a97c-bb9e03370909,LESTARI,YOSEF DICKY CANDRA PAMUNGKAS,2009,"JL. RAYA KANIGORO NO 212 
RT/RW 01/02 DESA KANIGORO KECAMATAN KRAS KABUPATEN KEDIRI",081259100907,usaha.cvlestari@gmail.com,https://sites.google.com/view/modes-lestari/beranda,published,operational,LPK SWASTA,25052300439690002,390121168655000,Kanigoro,JAWA TIMUR,KAB. KEDIRI,JASA,GARMEN APPAREL
f95a0afe-9336-4273-9bec-107e011ce7e5,LPK DILA-DITA,SUTIRAH,2018,"JL. RAYA MAULANA YUSUF KP. AWEH RT/RW. 007/001, DEWA AWEH, KECAMATAN KALANGANYA KAB. LEBAK - BANTEN",085211179591,lkpdiladita@gmail.com,https://www.diladita.com,published,operational,LPK SWASTA,503/04-LPK/DPMPTSP/2019,868479791419000,Aweh,BANTEN,KAB. LEBAK,"JASA, PERDAGANGAN, INDUSTRI PENGOLAHAN (MANUFAKTUR)","TATA BUSANA, GARMEN APPAREL"
948ea061-d8f3-4872-8a23-08b3311ff456,LPK HARCOSELARAS SENTOSAJAYA,HAMDI,2008,"JL MANGGA I NO.63 RT/RW.001/011 KEL. JATIMAKMUR, KEC. PONDOK GEDE, KOTA BEKASI,JAWA-BARAT",02184990691,pt.harcoselaras@yahoo.com,pt.harcoselaras@yahoo.com,published,operational,BLKLN,563/2301/DISNAKER.Latker,013214507432000,Jatimakmur,JAWA BARAT,KOTA BEKASI,JASA,"HOUSEKEEPING, BABY SITTER, TATA BOGA, ELDERLY CARETAKER, CHILD CAREWORKER"
db51c95b-4fbc-4354-8aad-20d71cd56966,LPP AMANAH,NETTI NATIA HELVIE,2006,"JL. AMPERA NO. 31 PANGLAYUNGAN, CIPEDES, KOTA TASIKMALAYA",081222929447,lpp.amanah@yahoo.com,,published,operational,LPK SWASTA,800/Kep.03/Disnaker/I/2018,312885866425000,Panglayungan,JAWA BARAT,KOTA TASIKMALAYA,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
4ca9771d-9483-4485-add4-99062d10b377,LPK NENNY,"HJ. NENNY SUMARNI, S PD",1993,"JL.MAYJEN ISHAK DJUARSA NO.274, GUNUNG BATU, BOGOR BARAT",081294187124,dinnysa@gmail.com,,published,operational,LPK SWASTA,563/264-LATTAS Tahun 2018,814875746404000,Menteng,JAWA BARAT,KOTA BOGOR,JASA,TATA KECANTIKAN
ce07bb05-1f48-4511-9618-5e705249b855,BLKLN AL ROYYAN CAHAYA MANDIRI,ENENG FITRI MULYAWATI,2019,KP. WARUDOYONG RT. 001 RW. 006 DESA MARGALUYU KECAMATAN SUKARAJA KABUPATEN SUKABUMI,085863689537,alroyan14@yahoo.com,,published,operational,BLKLN,503/5100-DPMPTSP/2019,017027905015000,Margaluyu,JAWA BARAT,KAB. SUKABUMI,JASA,HOUSEKEEPING
fc07f8ed-fbc1-4cbb-9fdb-84061d412a33,LPK TALENTA MJP,IYAN DARYANTO,2010,JL. TERUSAN BUAH BATU NO. 306,022-7537999,talentamjp89@gmail.com,www.Lpk-Kursusmengemudi-bandung.blogspot.com,published,operational,LPK SWASTA,503/11757/Disnaker/2018,842887812444000,Kujangsari,JAWA BARAT,KOTA BANDUNG,JASA,FAMILY DRIVER
e7907993-7600-426d-868e-5a9193d4ed3c,LPK HOME INDUSTRI CAHAYA (LPK HIC),"MOH.SOLEH,M.PD",2013,DESA KATUR KECAMATAN GAYAM KABUPATEN BOJONEGORO JAWA TIMUR,082141061799,education.hic@gmail.com,http://lpkhicedu.com,published,operational,LPK SWASTA,503/010/LPK/412.216/2018,660448887601000,Katur,JAWA TIMUR,KAB. BOJONEGORO,"JASA, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
91a72461-9a1a-4ec2-a28d-e237651ebd8f,LPKS PANUTAN LANGKAH MANDIRI,DEVI KRISTIN NATALINA,2017,JL. RAYA SIMOGUNUNG NO. 6D,031-5666989,panutan6@gmail.com,-,published,new,LPK SWASTA,563/3793/436.7.8/2018,019020064652000,Putat Jaya,JAWA TIMUR,KOTA SURABAYA,JASA,ELDERLY CARETAKER
fbcaf890-bf96-46ad-aedc-4a4caeece1e4,LPK JANAAHA,MUHAMMAD FAJARUDDIN BIN MZA,2013,"PERUMAHAN KENARI ASRI B7 RT 06/RW 12, LOSARI, KEL. SUKOHARJO, KEC. NGAGLIK, KAB. SLEMAN, DI YOGYAKARTA. 55581",0274-2860860,Lakerjanaaha@gmail.com,https://janaaha.com,published,operational,LPK SWASTA,563/122/KEP-DIN/LPK/XI/2019,763011319542000,Sukoharjo,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,"JASA, INDUSTRI PENGOLAHAN (MANUFAKTUR)","TATA KECANTIKAN, PROCESSING"
ed1aaead-e4e0-472f-9ed1-3ea725cc9b07,AUTO CHAMPION TRAINING CENTRE,EKO DADANG SUKOCO,2006,JALAN MAGELANG KM 13 KRAPYAK TRIHARJO SLEMAN YOGYAKARTA,081328775987,tulabulilmi@gmail.com,http://www.auto-champion.com,published,operational,LPK SWASTA,SER09/IV/2019,241599638542001,Sumberadi,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,PERDAGANGAN,TEKNIK OTOMOTIF
e2f26275-2099-40a8-9d9a-5a565e42107e,LPK MAHKOTA BINA KARYA,YETI KURNIATI PAMULIH,2005,"PERUM POPONGAN BB-03 RT. 18 RW. 30 KUTU DUKUH, SINDUADI, MLATI, SLEMAN, YOGYAKARTA",08122630027,mahkotabinakaryayogyakarta@gmail.com,,published,operational,LPK SWASTA,"563/210/Kep.Din/VI/2016, SER/107/VI/2016",026832626542000,Sinduadi,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,JASA,TATA KECANTIKAN
abd4a499-9946-4c8e-9e47-7077dd3c4176,LPK MULTI TALENTA,"RR HADDI YARTANING LIENA,SE",2009,"JL GAMBIRANOM, PADUKUHAN MANUKAN, KELURAHAN CONDONGCATUR, KECAMATAN DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA",081328656116,lkpmultitalentajogja@gmail.com,,published,operational,LPK SWASTA,563/0121/Kep.Din/X/2017,210840377542000,Condongcatur,DAERAH ISTIMEWA YOGYAKARTA,KAB. SLEMAN,JASA,"GARMEN APPAREL, TATA BUSANA"
